,Username,Tweet,Label
2040,Elwani Anwar,"@jokowi @ibuMegawatiSP @prabowo @sandiuno @bpkri @BPKPgoid @KemenkeuRI Hal Sgt Rutin Simpel Pekerjaan Rumah PASLON: Jika saja Para Pimpinan Pemerintah sesungguhnya cerdik & ""ISTIQAMAH"" 4 thn y.l. KEPRES sdh dpt diterbitkan agar SPT-1770-OP WAJIB TERINTEGR",
2041,#GNCPRABOWO,"Adik Prabowo angkat bicara.

*Ternyata tanpa lewat mereka, dia bukan siapa siapa*

https://nasional.sindonews.com/read/869456/113/hashim-90-dana-kampanye-jokowi-di-pilkada-dki-dari-saya-1401731519 …

Dulu dia berkhianat pada Prabowo, sekarang berkhianat pada Bangsa dan Negara.

Petani lokal di miskin kan dengan import, sementara petani asing di makmurkan",
2042,,"Tak Tanggung-Tanggung! Timses Prabowo - Sandiaga Minta Format Debat Tarung Bebas
 ��������� ������ 
#2019PrabowoPresidenRI
#2019PrabowoPresidenRI
#2019PrabowoPresidenRI",
2043,omat™,"Halaaah mbloo

#MilenialPilihPrabowo",
2044,#SAUR SEPUH#,"done  follback
#2019GantiPresiden",
2045,MarioVieira 2-2-2,"Where is RG? No Rocky, Never Rock",
2046,"Satu Nusa Satu Bangsa  
��
 �","Mak Tina rajin mengajak tetangga utk mantap pilih @prabowo @sandiuno di Ds Ciampea Bojong jengkol , semakin militan @PEPESOfficial Bogor Kab , mantul mak",
2047,Dipo Nusantara,"""Support""",
2048,Adelya Argentiana,"https://www.suara.com/news/2019/01/13/185241/2-februari-relawan-prabowo-sandiaga-akan-putihkan-jakarta …
Relawan capres dan Cawapres Prabowo Subianto - Sandiaga Uno yang tergabung dalam Roemah Djoeang akan melakukan aksi memutihkan jalan Ibu Kota DKI Jakarta pada Sabtu 2 Februari mendatang.",
2049,Abiyyu #2019PrabowoPresidenRI,"Tolong temui bapak ini ya mas @prabowo, bapak ini pengen kali bertemu dengan Anda

#MilenialPilihPrabowo",
2050,SKIDIPAPAP,don't worry mate. most people agree with you. a lot more than his retweeters. fact,
2051,Vicky Chand,"HAHA! Only your retweeters ? I'm talking about people and trends topic about his dance, byee ",
2052," ✌️
Tetap pilih PrabowoSandi 
�","#KH4PS02

Bismillahirrahmaanirrahiim.
Semoga Ikhtiar utk memenangkan Pak @prabowo &…",
2053,Nino holic,No rocky no party,
2054,"AFPFactCheck  
�","No, this is not an Indonesian election poll showing ex-general Prabowo Subianto in the lead.

Real polls have shown incumbent president Joko Widodo well ahead of Subianto http://u.afp.com/JZaH ",
2055,"Zara Zettira ZR  
1️⃣
 4️⃣","Presiden itu tugasnya menegakkan hukum - Margarito Kamis - jadi yg dikatakan Prabowo itu benar (menanyakan soal penegakan hukum pada Petahana di debat tapi dijawab oleh petahana dgn laporkan saja kalau ada bukti - sekedar mengingatkan yah) 
#ILCMenjelangDebatCapres",
2056,CYBER ARMY 212-112,ke cintaan Prabowo trhdp NKRI tdk usah di ragu kan lg. Demi menjaga Keutuhan Negaranya Prabowo tdk rela negara &Pasukannya diremehkn oleh siapa pun. Bhkn Prabowo prnh menggampar Perwira Delta Force dari pasukan Elit USA hingga tersungkur karena perkataannya #MilenialPilihPrabowo,
2057,Fadli Zon,"Dalam debat pertama P @prabowo gunakan pendekatan struktural dlm mengatasi persoalan hukum, HAM, 
korupsi dan terorisme. Berangkat dari premis bhw Indonesia sebenarnya adlh negara yg kaya tpi kekayaannya tdk bisa dinikmati sebesar-besarnya oleh rakyat Indonesia. @ILCtv1",
2058,Rakyat kecil,No @rockygerung  tvOne no Up level reting...,
2059,DEWO.PB,"Pesan Capres Kita Pak @prabowo Buat Para Milenial.

Kami Berjuang Untuk Kalian, Kalian Adalah Harapan Kita, Kalian Adalah Masa Depan Kita, Kami Berjuang Sekarang Untuk Kalian.

#MilenialPilihPrabowo",
2060,Aldi DwiCahyo,"No Rocky no party @rockygerung 
 @karniilyas #ILCSiapaMenangDebatCapres",
2061,Masnur,Amiiin,
2062,Rizma Widiono,"Jokowi: Waktu Pilgub di DKI Jakarta saya tdk mengeluarkan uang sama sekali. Pak Prabowo pun jg tahu mengenai itu

Betul dong brarti Jokowi tdk kluarin uang tp adeknya prabowo yg kluarin uang (katanya)
Trs bohongnya dimana.? Org pintar memang dibayar, Bukan membayar.!

#JokowiLagi",
2063,antonius hantarto,"I liked a @YouTube video http://youtu.be/U20T-EnkOAk?a  Pidato Prabowo "" S3R3T "" Anies , Warganet Ramai Gebbukin Anies ...",
2064,Insya Allah #2019PrabowoPresidenRI,"Ya Allah Gak Tega Lihat BapakIni, Sabar ya Bapak-bapak Petani, Mari Kita Sama-sama Banyak Berdo'a Untuk Kemenangan Pasangan @prabowo @sandiuno di Pilpres Tgl 17 April Nanti. Amiin

Indonesia Adil Makmur
 #MilenialPilihPrabowo",
2065,w u l a n | #PartaiEmakPEPES| Tukang Bubur,"Masalah kini semakin komplek
Bicaralah lantang tanpa pakai TEXT !

Lagu keren dr Kendal City buat @prabowo ⁦@sandiuno⁩ 

#MilenialPilihPrabowo",
2066,#2019PrabowoPresidenRI,"Dukung @prabowo @sandiuno 
We Are Family

#MilenialPilihPrabowo #MilenialPilihPrabowo",
2067,ISKANDAR FAUZI,InsyaAllah kami rakyat Aceh akan menyambut kedatangan pak SBY tgl 24 s/d 28/2018 demi satu tekad yaitu 2019 prabowo presiden RI ,
2068,"|  
��
AdilMakmur |  
✌
 ✌
|  
�
 �
|","We love Prabowo-Sandi
#MilenialPilihPrabowo",
2069,Priyo Budi Santoso,Kami BPN Prabowo-Sandi mengusulkan/mendorong/mendesak @KPU_ID menyelenggarakan debat kedua dlm format free fight antara calon presiden tanpa calon wakil presiden. Format spt ini lazim spt di AS sebagaimana videonya banyak diunggah relawan/pendukung @prabowo @sandiuno ,
2070,Abiyyu #2019PrabowoPresidenRI,"Saya Warga Indonesia
Saya Milenial
Saya Mendukung Prabowo-Sandi 

#MilenialPilihPrabowo",
2071,DEWO.PB,"Bang @fadlizon : Jadi Cawapres Itu Bukan Pajangan, Bukan Pula Pelengkap Penderita Dan Juga Bukan Ban Serep.

Pak Prabowo Tidak Membaca Teks, Visi Misi Tidak Membaca Teks Dan Bicara Menyentuh Masalah.

#MilenialPilihPrabowo",
2072,Denny siregar,"Pak @prabowo, daripada sibuk bersaing dengan @jokowi, kenapa gak melamar jadi Ketum @PSSI ?

Sapa tau menang...

Maaf, sekadar mengingatkan ",
2073,Chak Surya08,"Wis Wayahe
#MilenialPilihPrabowo
#MilenialPilihPrabowo",
2074,Gloria,Prabowo Sandi are the winner!  #ILCsiapamenangdebatcapres,
2075,Tempo English,"Prabowo Camp Reports Metro TV, Kompas to Press Council http://dlvr.it/QxDZRK ",
2076,haris,No rocky No Party @karniilyas,
2077,E Sipayo,"Jika gaji penjabat publik dinaikkan, maka rakyat yang akan sengsara membayar pajak lebih besar.
Apakah itu yang disebut Wowo & Sandi akan pro-rakyat kecil (wong…",
2078,Stevani Huang,"Moment ketika debat & menjelang debat.
Bang sandi merapikan peci Pak Prabowo, Pak Prabowo merapikan dasi Bang Sandi.
Beliau berdua ini begitu kompak, saling pengertian dan saling melengkapi bnr2 dwitunggal yg keren.
Ingat 17April coblos PrabowoSandi No.2
#MilenialPilihPrabowo",
2079,Alexa Zara,What do you expect from a tadpole?,
2080,Dr. Rizal Ramli,"Wah.. wah gitu toh ceritanya Sudah waktunya Mas @jokowi akui banyak keluarkan uang waktu nyagub & nyapres, walaupun bukan duit sendiri. Mas @prabowo sudah waktunya, kedua capres bertekad utk melakukan reformasi pembiayaan partai politik.",
2081," �
ViralNews.com 
�","Sebelum Tidur, Doa Dulu :

YA ALLAH !
@prabowo & @sandiuno MENANGKAN YA ALLAH ! 
BERIKAN KEKUATANMU 
YA ALLAH ! 
BERIKAN RIDHOMU 
YA ALLAH !
TOLONG INDONESIA
YA ALLAH !
TOLONG RAKYAT
YA ALLAH !
TOLONG KAMI DARI PEMIMPIN ZHOLIM. Aamin

#2019PrabowoPresidenRI
Yang sempet baca RT ",
2082,Teddy Gusnaidi,No comment.. @prabowo ,
2083,Lamy Hutabarat,#MilenialPilihPrabowo Millenial was a sperm when Prabowo and his x father in law owned this country for 32 years.,
2084,singa gurun #2019PrabowoPresidenRI,"Kreatif..smart..tajir..dan.handsome
#MilenialPilihPrabowo",
2085,Nabilla,"Suka sama konsep videonya 

Keren, millenial banget lah :)
Nah Paslon No.2 lah yg tepat untuk millenial  

Pak @prabowo dan pak @sandiuno pilihan millenial Indonesia 

#MilenialPilihPrabowo",
2086," �
Tea Cup 
�",Guys almost ni cemungud #MilenialPilihPrabowo #MilenialPilihPrabowo pic.twitter.com/l7WUdsCDYa,
2087,Priyo Budi Santoso,"BPN Prabowo Usulkan Konsep Debat Tarung Bebas - ""Kami tawarkan debat free fight, tarung bebas. Karena debat kedua ini head to head antara Pak Jokowi dan Pak Prabowo,"" ucap Wakil Ketua BPN Priyo Budi Santoso ://detik.id/66uM7X",
2088,"Zara Zettira ZR  
1️⃣
 4️⃣","Di debat dia ngatain prabowo grasa grusu
Eh ga lama dia dikatain grasa grusu sama mentrinya",
2089,MS Kaban,"Kaum muslimin yg masih percaya pada ulama dan kaum milenial ayo menangkan Presiden dan Wapres hasil ijtima ulama,,Indonesia Adil Makmur amanat Indonesia Merdeka.Pilih strong leader PS08.Prabowo Sandi.",
2090,DEWO.PB,"Gerakan Milenial Indonesia Bersama Berjuang Untuk...Prabowo-Sandi.

Ayooo...Para Millenial Kobarkan Semangatnya...

#MilenialPilihPrabowo",
2091,"Voice Of Change  
��","TERIMA KASIH PARA PEJUANG MEDSOS 

Perjuangan semua membuahkan hasil, jangan lelah untuk terus ikhtiar, tulus, ikhlas, cerdas dan tuntas.

Insya Allah kita wujudkan PERUBAHAN! Ayo raih kemenangan dan nanti kita kawal pemimpin baru:
PRABOWO SANDI

Ttd Sahabatmu,
@UtuhWibowo",
2092,innaya putri#emak2pepes milenial malang city,Go go. We are smart people...#MilenialPilihPrabowo,
2093,Vicky Viandra,Ada link live streaming nya min,
2094,Dunia anda,"Prabowo Asal Ngomong Tanpa Punya Data
@4Y4NKZ @Airin_NZ @ASapardan @Ernijasin @CH_chotimah @FaGtng @heniunique @RizmaWidiono @sedyautamaandin @JajangRidwan19 @Je_Ly …",
2095,Ayu Basuki #2019PrabowoPresidenRI,"I am here...
And i am vote for the millenial President..

Prabowo for Indonesia

#MilenialPilihPrabowo
#MilenialPilihPrabowo",
2096,AZUMA,"Saat Orasi Di atas Panggung.. Bareng Wakil PresidenQ.. @sandiuno Semoga Allah sehatkan Trs Yah Bdn'Y.. Dan Sukses Untuk Qt smua.. Rakyat Indonesia. Aamiin Ya Allah.
@swulll 
@LisaAmartaTara 
@Ferdinand_Haean 
@PEPESOfficial 
@prabowo 
@Dahnilanzar",
2097,Dida,"Prabowo knows his enemy teh, there is no way for him to let them reexposing his scars which can be such a fruitful tools for his enemy in this electoral matter to use it and knocked him out. So indeed he need to get rid those lil rats before committing war.",
2098,k,No Rocky no party,
2099,FERDINAND HUTAHAEAN,"Pak @SBYudhoyono menyapa warga di Sumut. 
Dulu harga karet zaman SBY tinggi sekali dan mampu mensejahterakan petani karet. Sekarang petani karet menjerit karena harga hancur di jaman Jokowi.

Ayo Sumut, pilih @PDemokrat pilih @prabowo @sandiuno",
2100," �
ViralNews.com 
�","Prabowo bakal menang di Pilpre 2019, dengan catatan pilpres bersih dan jurdil, sejarah sedang menjemputnya.

@prabowo & @sandiuno Bisa :
 Bangkitkan Ekonomi
 Bersihkan Namanya
 Menangkap Dalang 98
 Memuliakan Ulama

Bismillah
#2019GantiPresiden",
2101,Cecilia Chen,#Corruption is experienced in many forms but many hope and pray that #Indonesia will have a #peaceful #poll http://ow.ly/e0Zd30noW5I  via #ucanews #thereforthevoiceless #religion @ucanindonesia @Oikoumene @jokowi @CNNIndonesia @BBCIndonesia @prabowo,
2102,aɾıo�ıʍo,"stick 2 your guns!

@prabowo @sandiuno 
#MilenialPilihPrabowo",
2103,Dirwan Kalam Sahirsan,"Stop,  
In an political situation 

#ILCSiapaMenangDebatCapres #abubakarbaasyir #Pemilu2019 #jokowi #prabowo ",
2104,ade ira,"You can find at youtube his name is Prabowo Subianto ex Indonesian National Army, je is very famous in the world especially middlr east country n america",
2105,#2019PrabowoSandi Raise 7 dragons...,"Mantaps bro...

#PrabowoUntukIndonesia 
#PrabowoSandiSolusiNKRI",
2106,TV 2,Tanggapan Netizen Terhadap Debat Pertama Pilpres Hingga Totalitas Titiek Soeharto Mendukung Prabowo Sandi ,
2107,Maha Dewa,Anda sehat?,
2108,Dian Irma,Jangan Hujat Presiden! Please like & subscribe. #Presiden #Indonesia #Jokowi #Prabowo #mahasiswa. @jokowi @prabowo @sandiuno @SBYudhoyono @mohmahfudmd,
2109,Dwight Harsono,"1. The premium article notwithstanding, I think - largely thanks to the title, which says it all  - I have a good idea of what's being discussed here. Don't need no rocket scientists to know that it was Prabowo and Sandi Uno, who had won ....",
2110,aldhy,No Rocky No Party @rockygerung,
2111,iwanjovi,"Cakeep
#MilenialPilihPrabowo",
2112,Menuju #ADILMAKMUR #INDONESIAMENANG,"Ayo Minelial pilih PRABOWO-SANDI

#MilenialPilihPrabowo 
#MilenialPilihPrabowo 
#MilenialPilihPrabowo",
2113,Mbah_Liem #2019PrabowoPresidenRI,"Dimana-mana kalian merasa hebat. Ayo buktikan terima usulan Debat Tarung Bebas. Skrg bkn lagi waktunya ngaciro...
#SelamatTinggalJKW
#PrabowoSandiSolusiNKRI

BPN Prabowo Usulkan Konsep Debat Tarung Bebas",
2114," ��
TEH  
☕
TJEMPLUNG™ 
��","Presiden yang Gagal terhadap Janjinya
Akan Cenderung Menyerang Pribadi Lawan Debat nya.
Karna Hanya itu Satu Satunya Cara yang Dia Punyai untuk Bertahan.

Lawan Terbesar JKW bukanlah Prabowo
Tetapi Janji Janji yang Sudah Di Ucapkan",
2115,tirto.id,"TKN Jokowi-Ma'ruf memandang Najwa sebagai sosok yang netral dan profesional, sementara BPN Prabowo-Sandiaga sangsi Najwa netral sehingga mereka tak setuju Najwa masuk dalam kandidat moderator.",
2116,Hoax Membangun,I've just posted a new blog: Said Didu: Prabowo Juga Korban Hoax Jokowi ,
2117,Anna Suzann™,"Sesuai aturan PKPU No.20 Tahun 2018, pasal 11 (2) dan (3), yg menandatangani keenam caleg DPRD dari @Gerindra itu bkn KetUm partai, @prabowo, melainkan ketua DPP masing² daerah!

Kenapa pak Joko SANGAT YAKIN itu dilakukan oleh mas Prabowo..??

#AdaCilok??",
2118,Rezim Amburadul,"Hahaha om2 happy
#MilenialPilihPrabowo",
2119,Inomia,Up up up,
2120,Sandiaga Salahuddin Uno,Mudah-mudahan dapat bermanfaat untuk saya dan Pak @prabowo dalam mengeluarkan kebijakan jika diberi kepercayaan untuk memimpin bangsa ini. Sukses terus untuk Mas Imam dan http://nyayur.co.id  mudah-mudahan harga-harga bahan pokok dapat stabil dan terjangkau.,
2121,MSA,"Lantunan Sholawat & Doa dari Ulama & Santri untuk kemenangan Prabowo-Sandi, di Ponpes Al-Hamidy Banyuanyar, Pamekasan Madura

Ahad (Malam Senin) 20-1-2019

#2019GantiPresiden 
#2019PrabowoPresidenRI",
2122,"LìsàAmàŕtàtàŕà 
��
 ��","Gaess...Sore ini hestek Kita tetap sama yaaa ~~> #JKWBatalCintaUlama 

Ini Emak sampai selonjoran di teras toko demi perjuangan Prabowo Sandi.. wkwkwkwkwk tp Emak2 happy happy salam 2 Jari ",
2123,Riska Amelia,""" Bpk presiden,bapak H @jokowi ,terima kasih,
aku skrng udh punya biaya buat cucu sekolah,yg separo buat modal jualan.trm ksh sekali lagi"" Garut JABAR.
(Program Keluarga Harapan)

msh mau ganti ?
apa kamu yakin prabowo bisa lbh baik dr ini ?

____ milih Presiden kok coba2  ",
2124,Coconuts,"Is this survey trying to build political framing? So far, it's the first and only to show Indonesian incumbent #Jokowi with a very narrow lead over #Prabowo ",
2125,aɾıo�ıʍo,"millenials 02
@prabowo @sandiuno 

#MilenialPilihPrabowo 
#MilenialPilihPrabowo",
2126,"LìsàAmàŕtàtàŕà 
��
 ��","Emak2 @PEPESOfficial Cililin skrg sudah mekar jd 3 wilayah, Cipongkor dan Gunung Halu.. bermula dari kunjungan Emak ke Cililin lalu berkobarlah SEMANGAT JUANG Emak2 ini buat Prabowo Sandi.
Emak2 datang mah Kelar.. Bukan Malah Berpikir Ulang Demi Kemanusiaan 

#JKWBatalCintaUlama",
2127,Valhalla Asgard,"Milenial ya pilih Prabowo Sandi

Cc Om/Mba:

@Dody_Lukas___
@riani_212
@HotPepperminTea
@NoessChe
@RPSSULSEL
@acoxduko
@BasukiAyu
@nay_shihab
@Teh_telor78
@fariomeda
@harysantana
@HajrahDouboegis
@Michell97446898

#MilenialPilihPrabowo
#MilenialPilihPrabowo",
2128,Sang Militan,"@prabowo Presiden

@AstoRiskon @prabowo @sandiuno @Official_PAN @yahdilharahap @BeritaPAN",
2129,Stevani Huang,"Udah Males aku Bicara Politik.., Mending Aku Netral aja Deh..

PRABOWO Menang Alhamdulillah..,
JOKOWI Kalah juga Alhamdulillah..!!",
2130,Semmy Monty,Tiap-tiap yang berjiwa akan merasakan mati. Kami akan menguji kamu dengan keburukan dan kebaikan sebagai cobaan. (21:35),
2131,ᕱՈ☻Ոլ☻Кᕱլ,NO ROCKY NO PARTY,
2132,Dr Alexander Arifianto,"Indonesia watchers, here are the dates/topics/participants for the rest of presidential election debates (Source: Straits Times) ",
2133,"HUKUM MILIK PENGUASA  
✌️","Jokowi : Saya tidak keluarkan Uang saat ikut Pilkada DKI.
Kita tanya pak Hasyim Yuk.
Pak Hasyim:
Pak Jokowi sering datang ke kantor saya, cukup sering dan minta Uang (dana) waktu itu. Karena Pak Prabowo yang usung Jokowi 
#Pendusta",
2134,Coconuts Jakarta,"The survey could indicate that Prabowo has experienced a significant electoral boost of late, that the poll is a statistical outlier or, as one Jokowi campaign member sinisterly suggested, that the survey group rigged their results for political purposes ",
2135,VIVAcoid,Said Didu: Saya Dengar Prabowo Juga Korban Kebohongan Esemka ,
2136,Arif Suryo Priyatmojo,"Please one follower, just keep silent",
2137,Doni Hendarto,. Mirip ,
2138,Vox Jax,"Mereka pernah goreng dan bikin hoax bahwa Prabowo anti etnis keturunan. 

1. Ahok pernah diangkat Prabowo termasuk biayai kampanye Ahok bahkan Jokowi. Ini hoax? Tanya adik Ahok yang namanya Fifi.

2. Sandi sekolah di SMA Katolik PL, terbiasa hargai perbedaan dari dulu.",
2139,Diah,No Rocky No Party,
2140,Shodiq,And bring back Al ustad to jail again????,
2141,Vox Jax,"Gua jadi pingin bahas gaya buzzer gelembung sabun, yang sok anti politik tapi jualan ""fear mongering"" mulai monsterisasi Prabowo, bahkan sampai kaitkan dengan konflik Syria. Yuk lah gua mau bahas ini sambil dengerin lagu ""Du Du Du black pink versi Via Vallen"" ~",
2142,Eka Mustikasari,shaaaap,
2143,adam rabbani,Dat joget lost me,
2144,Indonesia Lawyers Club,"LIVE ILC MALAM INI Pkl 20.00 WIB tvOne >> ""BABAK PERTAMA DEBAT CAPRES 2019: SIAPA YANG MENANG?"" #ILCSiapaMenangDebatCapres @karniilyas @jokowi @prabowo ",
2145,Royke,"Boni is a darkness
Rocky is water",
2146,Avink,"Bukan takut tdk independen, yg ditakutkan adalah...
Prabowo tdk bisa menjawab pertanyaan @NajwaShihab 

Gitu aja kok malu2..

http://news.detik.com/read/2019/01/22/133539/4395104/10/ditolak-bpn-najwa-singgung-debat-anies-ahok-di-talkshownya …

""Kepada semua pihak, saya akan terus menjunjung tinggi independensi,"" tegas Najwa Shihab,",
2147,Firmanda Murisna,I liked a @YouTube video http://youtu.be/s0jtBzv3vkA?a  Debat Capres Perdana : JOKOWI VS PRABOWO,
2148,Fadli Zon,"Setelah debat capres-cawapres pertama, adik Prabowo Subianto, Hashim Djojohadikusumo akhirnya kembali menegaskan bahwa dirinya benar-benar memberi bantuan dana kepada Jokowi saat maju di Pilgub DKI Jakarta 2012. ",
2149,Fadli Zon,Fadli Ungkap Adik Prabowo Bantu Jokowi Puluhan Miliar Rupiah di Pilgub DKI via ⁦@detikcom⁩,
2150,Gustio Prananda,Mr.trending youtube harus hadir ya datuk @karniilyas,
2151,monty tiwa,"All I want, that we as the people, willing to ask the hard question, dig deeper. Ask and demand the candidates to prove that they are worthy of our votes. If that is too much too ask, then maybe Prabowo was right all along. We as a nation, are doomed.",
2152,rubi hartanto,no rocky gerung no galer,
2153,Rizma Widiono,"Saya seh netral saja...
Mau JOKOWI yg Menang, Alhamdulillah...
Mau PRABOWO yg Kalah tetap Alhamdulillah...
Yg penting Bersyukur....

#PilihanYangPastiJokowi 
#JokowiAminLebihBaik",
2154,andree,Bening,
2155,Putut Eko Jati,"Sebenarnya hanya petlu ini pak @marierteman, Banyak Yang Pengen dipeluk dan memeluk Cawapres kita @sandiuno 

#PrabowoUntukIndonesia",
2156,Sihar Sitorus,Hahaha ... joget yuk,
2157,J.S. Prabowo,"saya jd ikut2an heran,

mengapa ya, penjilat #OrdeSabun skrg ini koq seneng banget pakai kata2 kotor dan makian kasar, ketika merespons tuitan saya

smp ada yg bilang sy penjilat @prabowo, apa iya sesama pensiunan bt3 yg bukan penguasa koq jilat2an ?

jgn baper & sensi ah",
2158,,"Said Didu: Prabowo Juga Korban Hoax Jokowi
 ��������� ������ 
#2019PrabowoPresidenRI
#2019PrabowoPresidenRI
#2019PrabowoPresidenRI",
2159,"NEW PRESIDENT 2019  
✌️","Beneran..... Sumpah ...  !!!  
Gua Pengen banget @prabowo @sandiuno Presiden & wakil Presiden RI .....",
