,Username,Tweet,Kelas
1456,Ain Malik,"I dont read what I sign, I dont think what I said

#MilenialPilihPrabowoSandi
#MilenialPilihPrabowoSandi",
1457,"jerry  
✌",Are you sure to him for 2nd  period ? i'm totally not  https://twitter.com/sofia_ardani/status/1089027831001010176 …,
1458," �️
ries","INI FAKTA.
BUKAN SETINGAN & HOAX.
UMAT MUSLIM & NU BERSATU...!
DUKUNG JOKOWI & MA'RUF AMIN..
#SandiwaraUnoLagi
#MuslimatMenangkanJokowi
#MuslimatNUJagaAswaja
@Gerindra
Yenny Wahid: Lebih dari 100 Ribu 'Emak-emak' NU Jejali GBK",
1459,DPP PROJO Nomer Satu #JokowiLagi,"Bapak Presiden @jokowi dan Ibu Iriana bersama peserta menyanyikan Lagu Syubbanul Wathon (Cinta Tanah Air)
@FaGtng @BiLLRaY_ @P3nj3l4j4h @JajangRidwan19 @Airin_NZ @CH_chotimah
#JokowiLagi 
#JokowiOrangBaik
#MuslimatMenangkanJokowi
#KembaliSandiwaraUno",
1460,Arnold Mamesah,Post #Great_Recession 2008 global economy growth trend decreasing & lower than before crisis whilst #disruptive innovation increasing. In 2015 - 2020 #IndonesiaGDP trend increasing affected by #infrastructure investment great #stimulus strategy of @jokowi chart suggest ,
1461,Kuda Hitam,"Barusan laskar Cakra menyatakan sikap untuk mendukung Paslon no 1 (Jokowi Maruf Amin)

#safarikebangsaanjatim 
@MahesaTiwi @JagaJokowi @TheArieAir @PowerEmak @TheCebongers @JajangRidwan19 @JokSusi2019 @webtoonn01 @pujangga1123 @P3nj3l4j4h",
1462,Ruth Vanessa Grafisia Pasaribu,"you obviously got one more job, sir. @jokowi",
1463,Liputan6.com,Yenny Wahid: Ibunda Presiden Jokowi Muslimat NU https://www.liputan6.com/news/read/3880784/yenny-wahid-ibunda-presiden-jokowi-muslimat-nu?utm_campaign=Echobox&Echobox=1548563468#utm_term=Autofeed&utm_medium=Social&utm_source=Twitter …,
1464,"MurTayo  
�",Detik-Detik Presiden Jokowi Tiba di GBK Pagi Tadi #HarlahMuslimatNU73,
1465,PP Muslimat NU,"#HarlahMuslimatNU73 #MuslimatandiGBK
Suasana saat Habib @abihaddadalwi @dr_tompi dan Cici Paramida melantunkan Sholawat Badar saat menyambut kedatangan Presiden @jokowi bersama ibu Iriana.

#MuslimatTeguhkanBangsa",
1466,@hidayatputrasakti,I liked a @YouTube video http://youtu.be/u1M4zsG18Hw?a  Allan Nairn Soal Rencana Kudeta Jokowi,
1467,indri,"Prof. Dr. Yusril Ihza Mahendra sudah lama jadi penasihat Jokowi

Menurut teman tuips apa dampaknya?",
1468,kiv z#FNI,"Usai menyapa Jokowi, Said lantas menyebut Jokowi presiden periode 2019-2024. ""Insyaallah presiden 2019-2024,"" kata Said saat memberikan sambutan.
#HarlahMuslimatNU73",
1469,Ruhut Sitompul,"SahabatKu Pak Prabowo & Pak Sandi sbg Capres/Wapres belum memberikan Bukti masih Janji2 Nanti A k a n kalau menang, sedangkan Pak Jokowi sudah memberikan Bukti krn Sudah Sedang & akan melanjutkan yg sudah dirasakan Rakyat Indonesia Bersama Pak KH Ma’ruf Amin ##01JokowiLagiMERDEKA",
1470,#17AprilPresidenBaru,"Mengerikan kalau gak di cut off,  #PrabowoSandiSolusiNKRI
Prabowo-Sandi tidak boleh mengulang kesalahan yang dilakukan Jokowi. #userstory",
1471,Ali Moehammad Taufan,"Kata siapa boyolali kandang merah 
Dengan Bangga saya mengatakan SAYA BOYOLALI SAYA TIDAK JOKOWI

#WesWayaheMulihSolo",
1472,Nashir86,"Menag @lukmansaifuddin
mendampingi Presiden @jokowi hadir Harlah ke-73 Muslimat NU di GBK Jakarta.Harlah ini dihadiri ribuan warga Muslimat NU yang memadati Stadion GBK,Senayan.Selamat Harlah Muslimat NU. Jaga Aswaja, Teguhkan Bangsa!  @GpAnsorBlora
#HarlahMuslimatNUke73 – at Halte TransJakarta Gatot Subroto Jamsostek",
1473,Merry MP,"Setelah kemarin pak @aniesbaswedan makan bersama pak @jokowi cs, hari ini hadir di #HarlahMuslimatNU73 bersama bu @susipudjiastuti  #MuslimatMenangkanJokowi",
1474,BiLLRaY,"Merinding..! Detik-detik Presiden JOKOWI tiba di GBK di sambut Sholawat oleh Ribuan muslimat NU #MuslimatNUJagaAswaja #01JokowiLagi

#MuslimatMenangkanJokowi #HarlahMuslimatNU73 #01JokowiAmin #Harlah73MuslimatNU #MuslimatandiGBK #JokowiSholatSubuhDiGBK",
1475,udinanwar,Rameee gannnn!!! #HarlahMuslimatNU73,
1476,Jundi Harist,"Nentuin sikap politik boleh pak, tp jgn smpe kehilangan akal sampai mengolok olok presiden, simbol negara itu. Lepas dr jabatan nya, beliau manusia. Kritik bole, tp ada batas norma kesopanan",
1477,Diani Angkasa,"""Saya dulu umur 9 tahun, hidup dipinggir kali, hidupnya menderita. Tapi jangan nyerah. Karena yang bisa mengubah kita itu kita sendiri,"" ujar Jokowi. http://dlvr.it/QxX8ly ",
1478,Lisa Fahranie,Pidato pakde Jokowi di acara #HarlahMuslimatNU73 . Coba para koalisi Prabohong dan #SandiwaraUno jawab pertanyaan Pakde! ,
1479,fa giggs,"kalo pendukung prabowo pinter pasti sudah bisa jadikan prabowo presiden dr dulu2.
faktany pendukung prabowo cmn ngaku pinter tidak bisa ngapa2in selain pinter mencela",
1480,Syarman Lawyer,"Politisi Oposisi memang sudah kehilangan akal warasnya. Anak kecilpun di buly, karena Capresnya tak punya Cucu.",
1481,Denny JA,Foto yang bagus dan simbolik: umaro memayungi Ulama dari hujan. Dan itu ulama yang moderat. Jokowi dan Kiai Quraish Shihab ,
1482,Fadil,"Haha. I always had kind of that moment too, either they support Jokowi or Prabowo. And I became a good listener for them.",
1483,Itoq inges,"I am muslim
I am Jokowi
#MuslimatMenangkanJokowi #JokowiOrangBaik #01JokowiLagi #01IndonesiaMaju",
1484," 0⃣
 2⃣
PRABOWO#RAMSESSiregar","4 taggar trending topic milik relawan  
#SayaBanggaPilihPrabowo #RezimPeliharaTKA #AnakMudaPilihPrabowoSandi #PakJKBersama02",
1485," �
Airin_NZ 
�","Terima kasih Pak Presiden @jokowi telah hadir di Acara Harlah Muslimat NU 73

#HarlahMuslimatNU73",
1486,NU Online,Jokowi Harap Muslimat NU Tetap Jaga Ukhuwah dan Persatuan ,
1487,mei Amoy kecil 他很米兰,"MasyAlloh..
Detik -detik presiden Jokowi tiba 
di GBK disambut dengan Solawat
dari ribuan muslimat NU
#JokowibersamaNu",
1488,Obe Gao,"Agreed. 
a Good Symbiotic Mutualism Win-Win Bilateral Relationship of  Is The Best For All. Aint talking abt ""belong to"" but more to ""fit in"" for each other. 
imagine combining #ASPAC #IPR initiate by dat would b Best. 
so  
#IndoAusIsGood 
#IndoAusIsBetter 
mate",
1489,Arie Dirgantara,"Jokowi goyang kanan
yang kiri dirontokkan

Jokowi goyang kiri
yang kanan dirontokkan

begitu terus...

aku tetap akan menemani
hingga tanpa batas",
1490,Fadli Zon,"http://Jitunews.com  - Bantah Bukan Plagiat Jokowi, Fadli Zon Ingin Rakyat Lihat Pencitraan ",
1491,detikcom,Eggi menjelaskan alasan dirinya menyamakan Jokowi dengan Ratna Sarumpaet terkait belum terrealisasinya pembebasan Abu Bakar Ba'asyir. ,
1492,LebihTampanDariAndyWarhol,"loncat loncat dong
#MuslimatMenangkanJokowi",
1493,GELORA NEWS,"Rocky Gerung: Kesederhanaan Jokowi Cocok Sebagai Kepala Keluarga, Bukan Kepala Negara",
1494,صونتولويو,Take beer,
1495,SOEMAKTOR,"Jika mencermati sikap Jokowi ini, benar Prof @ariel_heryanto, kita harus memisahkan negara dengan pemerintah dan dengan aparatnya.

Pemerintahan boleh silih berganti, tetapi negara tetap harus bertanggungjawab. Jokowi harusnya paham ini, dialah Kepala Negara. ",
1496,HMF.Abdurahman,Presiden Jokowi Tiba di Harlah Muslimat NU73 di GBK,
1497,#NO2ISIS,Kehadiran Presiden @jokowi yang menghadiri #Harlah73MuslimatNU #Harlah73MuslimatNU Membuktikan bahwa Presiden Jokowi dekat dengan umat Nahdliyin. Subuh Berjamaah di GBK membuktikan bahwa Presiden Jokowi mencintai umat NU di Indonesia.,
1498,Tempo Nasional,Jokowi Hadiri Harlah Muslimat NU ke-73 ,
1499,detikcom,"Majalah ekonomi asal Inggris, @TheEconomist mengkritik pemerintahan @jokowi dan @Pak_JK. Apa penjelasan dari Istana? #TheEconomist #Jokowi

via @detikfinance",
1500,Mohamad Guntur Romli,"Jokowi Minta Muslimat NU Terus Rawat Persatuan dan Kerukunan http://detik.id/6C7vRQ 

#HarlahMuslimatNU73 #Harlah73MuslimatNU #jokowi @jokowi @KhofifahIP @yennywahid",
1501,Zaman Al Umma,"Largest proven oil reserves in the world:

1. Venezuela…",
1502,Tukang Saluang,"Ibu Khofifah itu pemimpin yang amat kuat. Cerdas dan punya basis massa yang nyata. Calon pemimpin nasional masa depan yg wajib diperhitungkan. Dia unjuk kekuatan bukan di Jatim, tapi di Jakarta, dan hasilnya luar biasa. Dia memercayakan nahkoda bangsa ini kembali ke tangan Jokowi",
1503,"A R I O  
�","Setuju

Rocky Gerung: Jokowi Cocok Jadi Kepala Keluarga, Bukan Kepala Negara
https://m.kumparan.com/@kumparannews/rocky-gerung-jokowi-cocok-jadi-kepala-keluarga-bukan-kepala-negara-1548493668146142786?utm_medium=post&utm_source=Facebook&utm_campaign=int …",
1504,dewa anggara,"Kalau ada sinyal keuntungan bagi Petahana, urusane yo sulit di ulur2. Beda ketika menguntungkan Prabowo, maka laporan yang tak masuk akal pun cepat kilat ditanggapi.…",
1505,Miracle,"Saya Kristen... Tapi Kenapa Kalo NU yg bikin acara..hati saya selalu adem dan merasa ikut dapat berkat. 
Mendengar Sholawat Nabi dikumandangkan menyambut Pak Jokowi...airmataku menetes. Tuhan memberkati Pak...",
1506,#Brigade01Lampung,"Teguhkan Bangsa & Jaga Aswaja dgn semangat ke-Islam-an serta ke-Indonesia-an 

#HarlahMuslimatNU73
#Harlah73MuslimatNU
#MuslimatTeguhkanBangsa

Harlah Muslimat NU ke 73, Bersama Pak Jokowi SATUkan Indonesia  

#MuslimatandiGBK
#JokowiSholatSubuhDiGBK
#MuslimatMenangkanJokowi",
1507,Permadi Arya,"dulu yang ngumpul di GBK orang2 tidak waras yang teriak2 ""tegakan khilafah ganti pancasila"", ""hukum RI jahiliyah/biadab"", ""nasionalisme tidak ada dalil"", sekarang yang ngumpul ratusan ribu muslim waras yang teriak pancasila harga mati. terima kasih pak @jokowi
#HarlahMuslimatNU73",
1508,111,"Aku dari kluarga NU. Hmpir tiap seminggu skali di rmah pasti ada undngan acara NU buat bpkku. Tp sy skeluarga bkn pndkung p @jokowi . Mlainkan dkung p @prabowo dan prtai @Gerindra . Krn sy skluarga msih pnya akal sehat, bkn mngikut i arus kedunguan. Mskpun kmi ini rakyat kecil.",
1509,detikcom,Presiden Jokowi kembali mengingatkan Indonesia merupakan negara yang beraneka ragam. Jokowi menitipkan pesan kepada Muslimat NU untuk terus merawat persatuan. https://news.detik.com/berita/4402182/jokowi-minta-muslimat-nu-terus-rawat-persatuan-dan-kerukunan?utm_term=echoboxauto&utm_campaign=detikcomsocmed&utm_medium=oa&utm_content=detikcom&utm_source=Twitter#Echobox=1548556743 …,
1510,Yan Harahap,"Orang lain diajak berpolitik santun dan beretika, dia sendiri???
--

Jokowi Ajak Berpolitik Santun dan Beretika Meski Berbeda Pilihan",
1511,Kardol Lu,"Twips,

Berikut beberapa argumen/Pendapat Ibu-Ibu mengenai Pak Jokowi.
Ungkapan yg Jujur, Relevan & Realistis. @jokowi Pilihan Terbaik

Sepakat untuk Sepakat:
Maju Lagi Satu Periode Lagi.
#01JokowiLagi 
#01IndonesiaMaju 
#JokowiHarapanPasti 
#JokowiOrangBaik 
#01JokowiAmin",
1512,Basuki T Purnama,"Ikon baru PAPUA.Jembatan HOLTEKAMP Papua bermandi cahaya di mlm hari.Kerja nyata pak Jokowi buat warga Papua.Ngapain yg lain,yg nyata2 kerja

Jgn yg mulut besar,yg OMDO,retorika
  
(Nyata Jokowi)

 #JokowiSayangPapua #jokowipapua",
1513,tirto.id,"Revisi Artikel: 

Keputusan pemerintah untuk memberikan remisi kepada  I Nyoman Susrama dianggap tidak hanya menyinggung para wartawan, tetapi juga merugikan posisi Jokowi secara politis.",
1514,nakuLa,"Kemunculan/Modus tabloid 
AL-BAROKAH mirip:
1:Obor rakyat.
2:Atribut PKI.
3:Jokowi UnderCover
4:Pemukulan Ratna Sarumpaet
5:7 Countener surat suara
6:E-money bergambar setan Wowo
7:SALIBISASI kota solo

Mereka yang:
Bikin.
Sebarkan.
Ungkap.
Jadi korban.
Lapor.
#SandiwaraUnoLagi",
1515,Sigit Nice,I liked a @YouTube video http://youtu.be/J_YNERiiess?a  ENA ENA - Jokowi Amin x Prabowo Sandi,
1516,lendang gosip,I added a video to a @YouTube playlist http://youtu.be/NMtDVQ3mROM?a  jokowi tol laut,
1517,MOH.ISKANDAR,"Bapak presiden @jokowi telah hadir ditengah2 120.000 ibu2 Muslimat NU di Stadion GBK Jakarta dalam acara #HarlahMuslimatNU73 

@addiems @PartaiSocmed @GunRomli 
#JokowiOrangBaik",
1518,andi arief,"Hanya ada tiga kemungkinan politik otak politik culas menghalakan segala cara di kubu TKN Jokowi termasuk Indonesia Barokah:

HASTO sekjend PDIP
Ali Ngabalin 
Anak Muda PSI

Mudah-mudahan saya keliru.",
1519,#01jokowiwae,"Dua hal yg aku suka dari twit Presiden Jokowi ini.

- Fokus pada pengembangan sumber daya manusia di periode ke-2, setelah masif membangun infrastruktur di periode pertama.…",
1520,"#JokowiAmin  
�","#HarlahMuslimatNU73
#JokowiSholatSubuhDiGBK

Harlah Muslimat NU ke 73 Dihadiri Pak Jokowi di GBK ...

#MuslimatTeguhkanBangsa 
#MuslimatMenangkanJokowi ...

@jokowi @KhofifahIP",
1521,JUANGKRIK Lo 86,Nooh.. ,
1522,ZS,I voted for pak @jokowi in 2014. Admire him since he was mayor in Solo. Will vote for him again this year. Insha Allah. Good person will win.,
1523,Yulita Andriani,Happy Sunday Morning. Lets having fun at this weekend,
1524,Belarahmawati,"Goodmorning. Have a nice day 

@jokowi @KHMarufAmin_ 
#01IndonesiaMaju #01JokowiMaruf",
1525,Melisa,Ba’asyir’s bizarre on/off release disrupts #Jokowi’s campaign http://indonesiaatmelbourne.unimelb.edu.au/baasyirs-bizarre-on-off-release-disrupts-jokowis-campaign/ …,
1526,kiv z#FNI,"Ribuan Masyarakat Dayak Dukung Capres Jokowi Maaruf Amin http://www.tribunnews.com/nasional/2019/01/27/ribuan-masyarakat-dayak-dukung-capres-jokowi-maaruf-amin …
#JokowiAminMenangDebat",
1527,AL Muzhanni,I added a video to a @YouTube playlist http://youtu.be/So2db5jdCQ0?a  Aslinya Jokowi Terungkap! Boy William Kaget! - #NebengBoy S2 Eps. 13,
1528,Fadli Zon,"Fadli: Singsingkan Baju Saat Pidato, Prabowo tak Tiru Jokowi | Republika Online Mobile ",
1529,IG: Nong Andah Darol Mahmada,Dengan diiringi alunan thala'lbadru Presiden @jokowi memasuki area GOR bung karno yg udh dihadiri jutaan jemaah Muslimat NU. Ya Allah merinding banget liat ibu2 sebanyak ini mendukung #jokowiSATUkalilagi #HarlahMuslimatNU73,
1530,#01JokowiAmin,"Presiden @jokowi 

#HarlahMuslimatNU73 #Harlah73MuslimatNU #MuslimatNUhijaukanGBK",
1531,tirto.id,"Keputusan pemerintah untuk memberikan remisi kepada Bagus Narendra Prabangsa dianggap tidak hanya menyinggung para wartawan, tetapi juga merugikan posisi Jokowi secara politis. ",
1532,indralogy #FNI #JJ,"Gemuruh nurani yg cinta bangsa ini
Perempuan indonesia cinta jokowi
Pemimpin yg penuh misi n visi
Semoga selalu di ridhoi ilahi 

#MuslimatandiGBK 
#MuslimatMenangkanJokowi",
1533,Ridlwan ꦗꦺꦴꦏꦺꦴꦮꦶ,"Presiden @jokowi sudah bersama ratusan ribu Muslimat . Presiden muslim yang disayang ummat. 

#HarlahMuslimatNU73",
1534,#01JokowiAmin,"Merinding saat solawat badar berkumandang menyambut kedatangan Presiden @jokowi 

#HarlahMuslimatNU73 #Harlah73MuslimatNU #MuslimatNUhijaukanGBK",
1535,Keep calm and vote #01,Bikin tagar #yayattakutethes,
1536,Siti Hawa,Haduh sinetron,
1537,Merry MP,Pak Jokowi dikerumuni massa hijau yang menyejukkan jiwa #Harlah73MuslimatNU #JokowiSholatShubuhDiGBK,
1538,Neng Aja,"Thala'al badru 'alaynaa
Min Tsaniyyatil wadaaa
Wa jabas syukru 'alaynaa
Maa da'aa lillaahi daaa

Presiden @jokowi tiba di GBK disambut oleh ratusan ribu Muslimat NU yang sejak semalam sudah disini. 

@ulinyusron @imanbr 
#HarlahMuslimatNU73",
1539,Indrianto,I liked a @YouTube video http://youtu.be/u1M4zsG18Hw?a  Allan Nairn Soal Rencana Kudeta Jokowi,
1540,Habib Think,"Pak Jokowi dan bu Iriana sudah memasuki lokasi perayaan #HarlahMuslimatNU73. Btw, pak Jokowi dekat sekali ya dengan NU. ",
1541,Shigeki Kito （鬼頭　重樹）,Indonesia's Jokowi is walking a tightrope as he tries to appeal to Muslim voters @CNNI,
1542,Elisa,"“Musuh” Pak Jokowi Bukan Pak Prabowo, Melainkan Pembantu-pembantu Terdekatnya. ",
1543,h a n d o y o,Live,
1544,NU Online,Presiden Jokowi memasuki acara #HarlahMuslimatNU73,
1545,priyambudi,"From the bottom of the our hearts, #ThankYou to #GlobalEngagementOffice and Ibu Poppy, Vice-Dean, International Cooperation @fisipolugm @UGMYogyakarta for hosting a @Flinders' study tour again. A strong partnership! @jokowi @ScottMorrisonMP @billshortenmp @NewColomboPlan #IndoOz",
1546,Asep Rudi Hariawan,My President ,
1547,#01JokowiAmin,"Presiden @jokowi ditemani Istri tercinta Ibu Iriana sedang memasuki GBK pagi ini. 

#HarlahMuslimatNU73 #Harlah73MuslimatNU #MuslimatNUhijaukanGBK",
1548,"MAD 
⏩",Wedusss,
1549,"Milenial Penjaga Jokowi  
��‍♀️
 ��‍♂️","Sholat subuh berjamaah di GBK di hadiri juga oleh Presiden Jokowi

#HarlahMuslimatNU73",
1550,Shasya Veruzka,"The meaning of the name ""Jati"" itself means ""Truthfulness / Authenticity"". Teak wood symbolizes life authenticity and determination. Oude djati-bomen, Bodjonegoro, Midden Java 1900-1940 (globaal) @jokowi ",
1551,"Trance  
⚜️
X","Fixed! Kecuali curang, Jokowi akan pulang ke Solo! ",
1552,"#RienduIndonesiaHarmonis  
��",Amin ,
1553,Daemoen,"Asyik... sy jelas ga pro Prabowo, juga jelas eneg dgn Jokowi, dan juga sdh ga pro Ahok.

Ini namanya golput netral zero zero zero.. Ntar saya lebih banyak twit soal2 politik internasional, sejarah, dan teknologi aja.. ",
1554,Heru Maksmara,The Indonesian air force implements corruption of performance benefits and discrimination against civil servants. Nothing bad can be done by the central government https://drive.google.com/file/d/1CZoYFoAWZj-TF5nLPjZnscHP0HMKvuvj/view?usp=drivesdk … @detikcom @jokowi @inaleaks @KemenkeuRI @usembassyjkt @wikileaks @wikileaksnews @BBCWorld,
1555,Nahdlatul Ulama,"Now!! Maulid Nabi Muhammad dan Harlah Muslimat NU ke 73 th di GBK Senayan, dihadiri Presiden RI @jokowi ",
1556,Shasya Veruzka,Hello bapak.... thanks for making 78% dreams come true untuk indonesia i asked an angel to protect you in your sleep #loveyoumrpresdient @jokowi,
1557,Muslim Cyber Army,Aktivis HAM : Sikap pemerintahan Jokowi yang tidak menuntaskan kasus pelanggaran HAM terbilang wajar. Pasalnya pemerintahan Jokowi justru dikelilingi oleh mereka-mereka yang diduga terlibat melakukan pelanggaran masa lalu. ,
1558,VIVAcoid,"TGB Akan Diturunkan di Jabar, Genjot Pemilih Jokowi  http://dlvr.it/QxYgLS  #Pemilu2019",
1559,CNN Indonesia,Prabowo Sindir Jokowi: Cawapres Saya Muda dan Fit   ,
1560,Musashi 武蔵 主君,Oon loe @jokowi  . gk tau detailnya knp ditandatangani ? ,
1561,makLambeTurah#AsalBukanPrabowo,"Gegara Vlog Boy William Ada Jan Ethes, PKS Sindir Pelibatan Anak Kecil Kampanye Jokowi
http://goo.gl/WWF4m7 ",
1562,arie,"Happy sunday 
My god bless you ",
1563,Prof. Yusuf L. Henuk,"Yth.Bang @ruhutsitompul,mohon berkoordinasi ke @erickthohir
biar bersama-sama koordinasi ke Ka @Kepolisian_RI&Ka @BareskrimPolri untuk segera tindak-lanjuti laporan dugaan penghinaan Kepala Negara&Gelar Palsu @Ferdinand_Haean yang meresahkan pro-@jokowi (https://m.jawapos.com/jpg-today/25/01/2019/professor-usu-kritik-tweet-soal-jokowi-pki-dan-gelar-palsu-ferdinand/amp/?__twitter_impression=true …)",
1564,"Riswan  
0⃣
 2⃣","Survei : Jokowi di anggap berpenampilan paling menarik kalahkan Sandi

Lantas yg buat pernyataan jgn bahas soal ketampanan dari kubu mana ya ?

Bang @sandiuno berpenampilan apa saja kalo keren ya ttp saja keren.

Berbeda dgn kubu 01 berpenampilan apa saja skali Boneka ttp Boneka.",
1565,dr. Andi Khomeini Takdir,"Mungkin gw masih SD pas N 250. Mata berkaca2 nontonnya di televisi. Dan seingat gw ada orat-arit di kertas, dengan pesawat tsb dokter, teman2nya dokter, bisa jenguk rakyat di seluruh Indonesia. Sampai pulau2 terpencilnya.

InsyaAllah, pak @prabowo pak @jokowi bang @sandiuno",
1566,Aivanie™,"No Win-Win Solutions, No Business Deals.
Foreign Workers @ #Indonesia = only 0,036% of population, @ Qatar = around 88%

@jokowi @mediaindonesia @Beritasatu @psi_id @Metro_TV
@Prambors @e100ss @RadioSmartFM

https://en.m.wikipedia.org/wiki/Demographics_of_Qatar …

http://m.mediaindonesia.com/amp/amp_detail/212884-jumlah-tka-di-indonesia-sangat-terkendali?__twitter_impression=true …",
1567,Donald,https://www.1st-art-gallery.com/Christianity/Angels.html … @XHNews  @rashtrapatibhvn @HassanRouhani @trpresidency @jokowi @BrazilGovNews  @Jah9 WARNING! EX: #13. A ROMAN CATHOLIC CHURCH WHITE SUPREMACIST ANCIENT RELIGIOUS EARTHLAND HOLY WAR AGAINST THE MELANATED HUMAN RACE FAMILY ANGELS. THAT IS HEADED BY THE POPE,
