,Username,Tweet,Kelas,,
1742,Lusi,"Warga Jakarta menuntutsupaya air bersih di DKI tidak dikelola swasta yg berdampak pada mahalnya harga air bersih di DKI.
PT AETRA AIR ini kalau gak salah sebagian sahamnya milik Sandiaga Uno.",,,
1743,YOUNG K.,Doesn't he remind you of Sandiaga Uno? ,,,
1744,Tempo English,Sandiaga Uno Wants Detailed Information on Ombudsman Findings   http://dlvr.it/QLqWw0 ,,,
1745,Nath,"Accused of Forgetting Rizieq Shihab, Sandiaga Uno Explains - https://tanyakan.news/accused-of-forgetting-rizieq-shihab-sandiaga-uno-explains/ …",,,
1746,Basuki T Purnama,"Dirut PD Dharma Jaya Marina Ratna Dwi Kusumajati mengungkapkan kesulitannya bertemu dengan Wakil Gubernur DKI Jakarta Sandiaga Uno.Kala itu Marina bercerita saat ingin menuju ruang Sandiaga,di depan pintu dirinya dihadang oleh ajudan dan dilarang masuk ke ruangan Wakil Gubernur.",,,
1747,celanabigsize,Jakarta Eager to Become Halal Tourism Destination: Sandiaga Uno http://ift.tt/2G69Kpr ,,,
1748,TEMPO.CO,"According to Sandiaga Uno, this program will cater to pedestrians while in the same time accommodate street vendors. 

Follow us at @tempo_english 

https://goo.gl/gHv6bE ",,,
1749,JISofficial,"Officialy opened by Jakarta Deputy Governor Sandiaga Uno JIS Elementary School Indonesia Week 2018 starts today at Pattimura campus. Organized by faculty and parents, the students from Early Years to Grade 5 are learning Indonesian culture in a series of activities. ",,,
1750,Natasha Kuswanto,"Mood booster: payung Sandiaga Uno kuncup waktu wawancara. Not hating or anything, you'll laugh no matter how often you watch it",,,
1751,KOKO CICI JAKARTA,I added a video to a @YouTube playlist http://youtu.be/6DJ4OUnfDyg?a  [VLOG] ONDETERNAL LOVE - BAPAK SANDIAGA UNO HADIRI FESTIVAL ONDE KOKO,,,
1752,DanieL,Tumpukan sampah yg terbawa ombak besar di kawasan Muara Angke teluk Jakarta itu terjadi sejak sebulan terakhir bukan 2014 sprti omongan pak Sandiaga Uno ,,,
1753," ♌
CeCe","Beneran ilang ngantuknyah..
Liat ini .. 

Sandiaga Uno menghadiri pembukaan bazar kuliner dan UKM DKI JakartaSaat para wartawan mewawancarai hal tersebut 
tetiba payung yang digunakan Sandi menguncup  ",,,
1754,Adhimas Syahid,I liked a @YouTube video http://youtu.be/wGFMmfTZhs4?a  SANDIAGA UNO | HITAM PUTIH (23/02/18) 2-4,,,
1755,Kuray,Larut Malam Sandiaga Uno Tinjau underpass Mampang-Kuningan http://www.tribunnews.com/metropolitan/2018/03/17/larut-malam-sandiaga-uno-tinjau-underpass-mampang-kuningan … lewat @tribunnews,,,
1756,SINDOnews,Sandiaga Uno Targetkan Muara Angke Bersih dari Sampah ,,,
1757,Lusi,"INTINYA: SANDIAGA UNO tidak suka menggunakan APBD untuk kepentingan publik dengan alasan apapun.
Krn alasan iklan, pembangunan RPTRA dihentikan, dgn alasan aturan, dana subsidi daging dimangkrakan.
Tapi dana untuk gaji TGUPP lancar kan?",,,
1758,Lusi,"Anies Baswedan dan Sandiaga Uno lebih memilih menyelesaikan persoalan becak listrik karena ada hubungan dengan bisnis anaknya Amien Rais drpd menyelesaikan dana untuk subsidi daging utk rakyat kurang mampu.
Kayak gini mau jadi presiden??",,,
1759,Lusi,"SANDIAGA UNO memilih untuk memfitnah Ibu Marina nangis2 ke  dia daripada bergegas menyelesaikan persoalan pembayaran dana subsidi daging untuk kepentingan rakyat DKI yang kurang mampu.

Moralnya wagub muslim kek gini ya?",,,
1760,"E꙯N꙯Y꙯ L꙯O꙯V꙯E꙯  
�
 ❤️
 �
T꙯E꙯T꙯A꙯P꙯ J꙯O꙯K꙯O꙯W꙯I꙯","Wakil Gubernur DKI Jakarta Sandiaga Uno mengatakan kinerja Dirut Dharma Jaya Marina Ratna Dwi Kusumajati cukup baik.

Setelah kau katakan menangis dan prustasi

Kini merayu supaya tdk resign 

Sandiii opo sih mau mu ",,,
1761,IG : @motulz_geospotter,Baca ini mo ngakak sembari tepok jidat. Ga sadar ia pun sedang membocorkan ketidakmampuannya sendiri.. duh! --> Sandiaga Uno Bocorkan Kelemahan Pemprov DKI Menata Tanah Abang ,,,
1762,Demokrasi Indonesia,"Hotman Paris Sampai Melongo dan Batuk karena Bongkar Rahasia Menakjubkan Sandiaga Uno, Ahok Lewat! https://fb.me/9o8Hfuk4o ",,,
1763,makLambeTurah#AsalBukanPrabowo,Sandiaga Uno Sebut Kepemimpinan Anies-Sandi Lebih Baik daripada Era Sebelumnya. Alasannya Jangan Kaget Ya! http://dlvr.it/QL03Pq ,,,
1764,tvOneNews,"PROGRAM RUMAH DP 0 RUPIAH TIDAK BERLAKU UNTUK JOMBLO

Sandiaga Uno mengatakan bahwa rumah dengan DP 0 Rupiah hanya untuk warga yang sudah menikah. Hal ini sesuai dengan klasifikasi dari target market sasaran yaitu ""combine penghasilan"".
#ONEMINUTETVONE",,,
1765,iNews,Saksikan Hotman Paris Show Spesial Sandiaga Uno malam ini pukul 19.00 WIB hanya di iNews. | @sandiuno,,,
1766,Tempo English,"Zero DP House, Sandiaga Uno Targets To Build 250,000 Units http://dlvr.it/QKxMNX ",,,
1767,"Eyang Kakung #SalamDjempol 
�","Mau laporin saya ke polisi kok banyak ngoceh, buruan biar kita buka-bukan, gitu aje kok repot! Silakan ajak Anies Baswedan, Sandiaga Uno dan Habib Rizieq. Saya tunggu, jangan cuma gertak !!!,"" sindir Faizal kepada Habib Novel <<< Nyimak Ahk https://news.akurat.co//id-173559-read-sindir-habib-novel-faizal-assegaf-silakan-ajak-anies-sandiaga-habib-rizieq …",,,
1768,makLambeTurah#AsalBukanPrabowo,"Dipolisikan Dirut PDAM, Sandiaga Uno Minta Perlindungan Biro Hukum DKI. Begini Katanya! http://dlvr.it/QKpLXP ",,,
1769,CR-134,"Wakil Gubernur DKI Jakarta Sandiaga Uno meminta warga untuk mewaspadai berita hoax. Warga Ibu Kota, menurutnya, sudah berhasil menghalau hoax sehingga Pilgub DKI 2014 kemarin relatif aman.
(Ini yg gila gw apa mereka?)",,,
1770,Indonesia,"""Sandiaga Uno Wants People to Use Transjakarta Royal Premium Bus - http://Tempo.co """,,,
1771,Vava Dwi Kurniawan,I liked a @YouTube video http://youtu.be/wGFMmfTZhs4?a  SANDIAGA UNO | HITAM PUTIH (23/02/18) 2-4,,,
1772," �
MILITANJOKOWI 
�","""RPTRA jadi suatu program yg sangat sukses & sangat layak dilanjutkan,"" ungkap Sandi di Balai Kota DKI Jakarta, Kamis (8/3/2018).
BGM KOMEN @aniesbaswedan ? KT TUNGGU.
@cagubnyinyir @triwul82
Nah, Akhirnya Sandiaga Uno Akui Kehebatan Ahok, Kalau Anies? ",,,
1773,Tempo Metro,"Ada Wisata Halal, Sandiaga Uno Pertahankan Tempat Hiburan Malam ",,,
1774,Tempo Metro,Sandiaga Uno akan berkantor di Kepulauan Seribu sebulan sekali guna mewujudkan janjinya itu. ,,,
1775,Kopral CBong,".
 Baru Nyadar Yak 
.
Kebenaran selalu menemukan jalannya sendiri, gak akan bisa ditutupi 
.
https://www.jpnn.com/news/jarang-jarang-bang-sandi-akui-kesuksesan-ahok … #SandiakuikesuksesanAhok #SandiagaUno #RPTRA #Ahok #Jakarta lewat @jpnncom",,,
1776,Yayasan KEHATI,"Wakil Gubernur Sandiaga Uno menyatakan akan berkantor di Kepulauan Seribu untuk menyelesaikan masalah sampah dan masalah lain yang ada disana. 

Cita-cita Pemprov DKI untuk mengubah Kep Seribu dari beranda belakang menjadi  beranda depan Provinsi DKI Jakarta. ",,,
1777,VIVAcoid,Sandiaga Uno Tegaskan Pemprov DKI Tetap Bangun RPTRA http://dlvr.it/QK9L8G  #1newstainment,,,
1778,TRIBUNnews.com,"Sangat Layak Dilanjutkan, Sandiaga Uno Puji Program RPTRA yang Digagas Ahok ",,,
1779,Koran Tempo,"Sandiaga Uno hopes that the government can continue programs which provide Jakartans with public spaces like Ahok`s Green Open Spaces (RTH) or child-friendly integrated public spaces (RPTRA).

Follow us at @tempo_english 

https://goo.gl/3UDs6G ",,,
1780,detikcom,"Bertemu dengan komunitas sepeda, Sandiaga Uno diminta buat hari bersepeda tiap hari Jumat. Wah, kira-kira kapan ya terealisasi?",,,
1781,tirto.id,"Menurut Sandiaga Uno, pohon yang sudah rapuh akan ditebang, sedangkan yang masih kuat dan bagus akan dipindahkan ke ruang terbuka hijau.",,,
1782,Tempo English,Sandiaga Uno Comments on Trees in Sudirman-Thamrin Design http://dlvr.it/QK2k8S ,,,
1783,Socialnesia.net,Sandiaga Uno: DKI Himpun Masukan Soal Pergub Wisata Halal Jakarta ,,,
1784,Tempo English,Sandiaga Uno Promises Sky Bridge for Street Vendors Place ,,,
1785,kumparan,"Sandiaga Uno: Kita Hidup di Dunia Penuh Hoaks, Jangan Disebar ",,,
1786,tvOneNews,"Sandiaga Uno: Rumah DP Nol Rupiah di Kawasan Rorotan Bukan Program Pemprov DKI.
Download tvOne connect untuk update berita harian Anda  http://bit.ly/2ifxYDd 
#tvOneNews pic.twitter.com/F5nC59cKHu",,,
1787,Absolute EO,"Thank You Bpk. Sandiaga Uno for having us this morning. 
Alhamdulillah #proceed #fullsupport… https://www.instagram.com/p/Bf8iduXnzjK/ ",,,
1788,"Semiaji 
��
#99","*Awaaas nanti tutup jalan2 di Jateng buat PKL berdagang* https://news.detik.com/berita/d-3899584/jadi-jurkam-sudirman-said-sandi-saya-diizinkan-hari-minggu-saja …

Wagub DKI Jakarta Sandiaga Uno dipercaya untuk menjadi juru kampanye (Jurkam) Calon Gubernur Jawa Tengah Sudirman Said (SS).",,,
1789,"Semiaji 
��
#99","*Jangan menimpa Jateng... DKI Jakarta sudah semrawut *Dapat Mandat dari Prabowo, Sandiaga Uno Siap Menangkan Sudirman-Ida ",,,
1790,tirto.id,"Waduk Pondok Rangon adalah satu dari sekian waduk yang proses pembangunan belum tuntas di DKI Jakarta. Program ini pun dilimpahkan ke gubernur-wakil gubernur DKI Jakarta selanjutnya, Anies Baswedan-Sandiaga Uno. ",,,
1791,tvOneNews,"Kunjungan Sambil Bersepeda, Sandiaga Uno Malah Diprotes PKL,
Download tvOne connect untuk update berita harian Anda  http://bit.ly/2ifxYDd 
#tvOneNews pic.twitter.com/StZo9U1OE9",,,
1792,detikhot,"Nobar 'Benyamin Biang Kerok', Sandiaga Uno Apresiasi Film Budaya Betawi http://detik.id/VkhVhI ",,,
1793,mangkel,Jadi sebenarnya PKL di trotoar itu dibolehkan Sandiaga Uno atau tidak? ,,,
1794,Penculik Penghina Rakyat Tukang Hoax,Semua Janji di waktu kampanye belum terpenuhin sekarang bikin janji baru apa kah anda sadar dengan janji yang tidak terpenuhin itu nama nya NGIBUL Pak Sandiaga Uno.??,,,
1795,BMKG,"Setelah Sarasehan Nasional IKAMEGA - ""Gempabumi Megathrust M 8.7, Siapkah Jakarta?"" Wakil Gubernur DKI Jakarta, Bapak Sandiaga Uno mengunjungi ruang operasional Indonesia Tsunami Warning System (InaTEWS) dan Meteorological Early Warning System (MEWS) di BMKG Pusat. ",,,
1796,HumanCitiesCoalition,News updae: Jakarta’s newly-elected Vice Governor Sandiaga Uno endorses the HCC agenda for inclusive development. Read more about last week's senior stakeholder meeting in Jakarta: http://bit.ly/2F6vyko  #SDG11 #stakeholders #politicalcommitment #WASH #socialhousing #NUA,,,
1797,DJPB LAMPUNG,"Wagub DKI Jkt Sandiaga Uno, Bupati Kep. Seribu,  Ka. DKPKP DKI Jkt,  & Ka. BBPBL Lmpg,  panen K. Cantang & Bawal Bintang sbyk 1 ton,  keg. bantuan sarana budidaya laut Th. 2017 di Pokdakan Tidung Mandiri dan Taruna Muda,  Kep. Seribu @susipudjiastuti @s_soebjakto @Mimid_BBPBL",,,
1798,TRIBUNnews.com,"Anies Baswedan Dilaporkan ke Polisi, Sandiaga Uno Ucapkan Terima Kasih ",,,
1799,detikcom,Sandiaga Uno menghadiri tablig akbar deklarasi Gerakan Indonesia Salat Subuh. Sandiaga disambut Sekjen FUI Al-Khaththath. Begini suasananya:,,,
1800,Indonesia,"""Sandiaga Uno Wants Jakarta Lakes to Become Water Recreation Sites - http://Tempo.co "" http://ift.tt/2BQtVVQ ",,,
1801,ㅤㅤㅤ ㅤㅤㅤ ㅤㅤㅤ ㅤㅤㅤ ㅤㅤㅤ,"Partai Gerindra dan Partai Keadilan Sejahtera (PKS), kemudian ditambah satu partai lain, bisa memenangkan Anies Baswedan-Sandiaga Uno lewat jalur sara ,jual ayat dan mayat.
pada pilpres th dpn dya yakin prabowo menang.

 ",,,
1802,KOMPAS TV,Danau Sunter jadi saksi pertarungan Menteri Susi Vs Sandiaga Uno. Selengkapnya ntn video berikut ini ,,,
1803,Okezone,"Pamer Sepatu OK OCE, Sandiaga Uno Ngide Dibuatkan Sepatu Edisi ''Tenggelamkan'' untuk Menteri Susi http://okz.me/BYZJS ",,,
1804,Tempo English,Sandiaga Uno: Zero DP House to be built in February-end http://dlvr.it/QHrSNs ,,,
1805,Tempo English,"Reclamation Consumers Lawsuit, Sandiaga Uno: Do Not Speculate http://dlvr.it/QHqssw ",,,
1806,Okezone,Sandiaga Uno Pastikan Semua Danau di Ibu Kota Bakal Dibenahi Satu per Satu http://okz.me/CYZCt ,,,
1807,tvOneNews,"DUEL RENANG MENTERI SUSI DAN SANDIAGA UNO

Duel renang Menteri Susi dengan Sandiaga Uno berlangsung di danau Sunter, Sabtu pagi (25/2). Keduanya berenang dengan jarak sepanjang 1 kilo meter. Duel Menteri Susi Pudjiastuti dan Sandiaga Uno berakhir dengan santai
#ONEMINUTETVONE",,,
1808,BeKar212,"Lomba renang danau sunter
#bu Susi vs Sandiaga Uno & Anies
#bu Susi pemenangnya
#warga sekitar jaga kebersihan ya",,,
1809,Ikhwan M Situmeang,Susi Menang Telak Lawan Sandiaga http://republika.co.id/share/p4oswt328 ,,,
1810,ㅤㅤㅤㅤㅤㅤ ㅤ ㅤㅤㅤㅤㅤㅤ ㅤ ㅤㅤㅤ,"Alhamdulillah, smoga Baroqah! Maju kotanya,  bahagia warganya! 

Sandiaga Uno Senang Dagangan Warga Cepat Ludes ",,,
1811,"FemiMoza 
�
 ��
 �","Just info:

Hari/Tgl: Minggu, 25 Februari 2018
Lokasi: Danau Sunter Jakarta Utara.

Ada Lomba Renang Susi Pudjiastuti VS Sandiaga Uno. 

Kamu menjagokan siapa? 
 
@kumparan @baciritaID",,,
1812,Capres Abadi,"Seorang pendukung Prabowo yg pernah foto brsama Sandiaga Uno, Ratna Sarumpaet,Eggy Sudjana, Buni Yani & foto ddepan kantor Partai Gerindra bgitu mudahnya menghina orang lain, Kapolri, Presiden Jokowi, Ahok, Ulama Besar Buya Syafi'i dan KH. Maimoen Zubir.",,,
1813,Rizma Widiono,"Kursi GBK Rusak, Sandiaga Uno : Karena Bautnya Memang Kendor. 

Hahahaha emejiiiing sekaleee jawaban @sandiuno",,,
1814,Nuice Media,"Jakarta Deputy Governor Sandiaga Uno has refused to blame unruly fans of local football team Persija for vandalizing facilities at Gelora Bung Karno Stadium on Saturday. Instead, he said the extensive damage was caused by the seats not being bolted down tightly enough. ",,,
1815,TEMPO.CO,"Mau Bangun Stadion Internasional, Sandiaga Uno: Kelakuan Tarkam via @tempometro",,,
1816,Socialnesia.net,Persija Juara! Anak akan mencari ayahnya. Meski sempat dilarang ikut serta dalam podium piala presiden 2018. Tetapi Jakmania tetap berterima kasih dan merayakan kemenangan persija bersama Anies Baswedan dan Sandiaga Uno. @MbahUyok @Ndon08 @Gemacan70 @roninkhalid,,,
1817,TRIBUNnews.com,Sandiaga Uno: Saya Ini Paling Sering Ditertawakan http://dlvr.it/QGn66p  via @Tribunnews,,,
1818,retna karunia,"The White House scandal playbook:

1 - Lie
2 - Lie about lying…",,,
1819,Kuray,"Bila Berhenti Tawuran, Sandiaga Uno Janjikan Beri Sapi Setiap Minggu http://www.tribunnews.com/metropolitan/2018/02/16/bila-berhenti-tawuran-sandiaga-uno-janjikan-beri-sapi-setiap-minggu … lewat @tribunnews",,,
1820,FAKTA FAKTANYA WOW,"http://ift.tt/2EtyI21  Buku ini baru beredar awal Februari 2018 ini. Berjudul ""Jangan Pernah Berkata Saya tidak pernah memperingatkan Anda"". Ditulis oleh seorang trilyuner, guru bisnisnya Pak Sandiaga Uno. Nama penulisnya Mardigu Wowiek, pemilik bisnis … ",,,
1821,Basuki T Purnama,"Deddy Corbuzier: Gue Gak Suka Sama Sandiaga Uno! Gak Becus http://bogor.tribunnews.com/2018/02/14/deddy-corbuzier-gue-gak-suka-sama-sandiaga-uno-gak-becus … via @TRIBUNnewsBogor SAMA..GAK BECUS.DUNGU,BLOON.OON.PEKOK LICIK PICIK.HANYA BACOT PENCITRAAN...MUNDUR KOTANYA GANERNER DUNGU DGN KEBIJAKAN2 DUNGUNYA.MUKA PEOT GAYA TEORI,DONGENG,RETORIKA",,,
1822,Basuki T Purnama,"Rindu Ahok...Seperti yang dituturkan oleh salah satu Pedagang kopi keliling bernama Yanto. Ia membandingkan kinerja pemimpin sekarang, yakni Anies Baswedan dan Sandiaga Uno belum terlihat. Berbeda halnya dengan kepemimpinan Ahok.",,,
1823,Tempo English,"Sandiaga Uno to Install 60,000 CCTV in Preventing Sexual Abuse http://dlvr.it/QGJ9bW ",,,
1824,Nuice Media,"Jakarta deputy governor Sandiaga Uno announced that the city will see a 10x increase in the number of CCTV cameras to prevent, deter, or assist in investigations of criminal activities. Jakarta currently has 6000 public CCTV cameras installed across the city. ",,,
1825,Bernard Panjaitan,"Kalo Ahok yg mengucapkan pasti heboh, kafir lah, haram lah, apalah, tp kalo Uno yg mengucapkan adem-adem aja, Ontahlah coy 

Sandiaga Uno mengucapkan selamat hari valentine di tanggal 14 Februari ini. Apa katanya?

https://news.detik.com/berita/d-3866575/sandiaga-happy-valentine-kita-harus-menebar-cinta?utm_medium=oa&utm_campaign=detikcomsocmed&utm_source=twitter&utm_content=detikcom …",,,
1826,Tempo English,"Police Urge Jatibaru Street to be Opened, Sandiaga Uno Responses http://dlvr.it/QGG5Nt ",,,
1827,kumparan,Sandiaga Uno Hadiri Soft Launching OK OCE Global Office http://bit.ly/2ssPsRt ,,,
1828,Hafizh Mulia,Sandiaga Uno’s latest plans are an oasis to the liberals from the Jakarta government. Hope it all works out.,,,
1829,Public Services International,"Jakarta Closer to Regaining Public Control of Water - https://tinyurl.com/y9k2vn5t . On February 9, vice-governor Sandiaga Uno @sandiuno met with an international delegation including PSI Deputy General Secretary David Boys",,,
1830,Tempo English,"Prostitution Allegation at Alexis, Sandiaga Uno: Wait for Report ",,,
1831,detikcom,Sandiaga Uno berbincang dengan salah satu perwakilan difabel menggunakan bahasa isyarat saat menerima aduan. Lihat momennya di sini:,,,
1832,Suara Oposisi,"Sandiaga Uno ke Sudrajat: Jangan percaya survei, saya dulu 0 persen http://dlvr.it/QFzDWV ",,,
1833,KantorBeritaPemilu,"Sandiaga Uno dan Rachel Maryam ""Turun Gunung"" Promosikan Pasangan Asyi ",,,
1834,Jenni Retno,Jalan Sehat ASYIK Rachel Maryam kemarin di Padalarang dihadiri Sandiaga Uno...  ,,,
1835,detikcom,Sandiaga Uno Turun Langsung Kenalkan Sudrajat-Syaikhu di Bandung http://detik.id/6uUUEc ,,,
1836,Elisa,Koalisi Selamatkan Teluk Jakarta meminta Gubernur DKI Jakarta masuk sebagai penggugat di Pengadilan Tata Usaha Negara dalam perkara Pembatalan Hak Guna Bangunan (HGB) Reklamasi Pulau D #TolakReklamasiTelukJakarta…,,,
1837,Elisa,Bosman Batubara mengkritisi 2 pernyataan dari @SandiagaUno & @Sutopo_PN pasca banjir Jakarta dalam tulisan tentang Diferensiasi Sosiospasial dan Teknifikasi.,,,
1838,TEMPO.CO,"Normalisasi Sungai Ciliwung, Sandiaga Uno Lanjutkan Program Ahok ",,,
1839,tirto.id,"Gagasan pulau digital yang digagas Sandiaga Uno dinilai akan sulit terwujud, banyak faktor dari soal anggaran hingga infrastruktur.",,,
1840,TEMPO.CO,"Is Sandiaga Uno unintentionally following the steps of Ahok in normalizing Ciliwung riverbanks?

https://goo.gl/QXztFu ",,,
1841,Tempo English,Sandiaga Uno Mentions Steps to Prevent Flood in Jakarta ,,,
1842,JOCK GOB LOCK,"Kegiatan proses pengepokan lumpur di lokasi Kali Grogol Hankam Jalan Sulaiman
 alat: AK 09 
~ Bidang Aliran Barat ~

…",,,
1843,kiv z#FNI,"Mediasi untuk menggusur ...ha...ha...ha 
https://news.detik.com/berita/d-3856681/soal-normalisasi-ciliwung-sandi-harapan-kita-ada-mediasi …

""Harapan kita ada mediasi sehingga proses pengadaan lahan bisa berjalan cepat,"" kata Sandiaga Uno.",,,
1844,kiv z#FNI,"Muter2 ga karuan tdk akan ada penggusuran, pada ahkirnya konsep ahok yg dipakai dng relokasi warga ke rumah susun, jadi ingat relokasi warga bukit duri yg kalian fitnah ahok tdk manusiawi
https://news.detik.com/berita/d-3855214/pemprov-dki-akan-bangun-perumahan-untuk-warga-kampung-arus …

Wakil Gubernur DKI Jakarta Sandiaga Uno mengatakan pihaknya akan..",,,
1845,rasa bersalah,"Let's play shot game, search for sandiaga uno 1 minuite speech, watch. Take a shot everytime sandiaga said ""eee"". ",,,
1846,kiv z#FNI,"Ketua DPRD DKI Jakarta Prasetio Edi Marsudi alias Pras meminta Gubernur DKI Jakarta Anies Baswedan dan Wakil Gubernur DKI Sandiaga Uno untuk melanjutkan program normalisasi sungai di ibu kota, khususnya, Sungai Ciliwung",,,
1847,JOJO,"Tak Penuhi Panggilan Polisi, Wagabener Sandiaga Uno Dituding Permainkan Hukum !!

http://tz.ucweb.com/2_2FbWU ",,,
1848,Pemprov DKI Jakarta,"Wakil Gubernur DKI Jakarta Sandiaga Uno meninjau proses evakuasi warga Gang Arus, Cawang yg terkena banjir luapan sungai Ciliwung, Senin (5/2) malam. Wagub menemui pengungsi di penampungan sementara dan memastikan kebutuhan mereka terpenuhi Pemprov DKI.

https://www.instagram.com/p/Be17ICfgu4t/ ",,,
1849,tvOneNews,"GABUNG PROGRAM OK OTRIP SOPIR ANGKOT DAPAT KTP

Wagub DKI Sandiaga Uno ajak para sopir angkot untuk bergabung dengan program Ok Otrip. Permasalahannya adalah banyak sopir yang belum memiliki KTP DKI. 
#ONEMINUTETVONE",,,
1850,Tribun Jogja,"Pernah Janji Akan Bangun Stadion Sekelas Old Trafford untuk Persija, Sandiaga Uno: Kami Enggak Mampu ",,,
1851,JawaPos Sport,Sandiaga Uno Bakal Bantu Persija Gunakan SUGBK http://jawapos.com/n/185833  #JPBOLA,,,
1852,Pemprov DKI Jakarta,"Wakil Gubernur Provinsi DKI Jakarta Sandiaga Uno bersama perwakilan pengusaha dan sopir angkot Tanah Abang, menyampaikan program OK OTrip akan diterapkan untuk angkutan kota (angkot) yang memiliki trayek di kawasan Tanah Abang.

https://www.instagram.com/p/BesZho6Awqw/ ",,,
1853,Coconuts Jakarta,Vice Governor Sandiaga Uno wants to unite Jakarta’s citizens with a dance meetup | Coconuts Jakarta http://bit.ly/2Exmfr7 ,,,
